id|iso_country|slug_place|latitude|longitude|nearest_iata_code|kdtree_dist_ns_cities_id
es:cala en porter menorca|es|Cala en Porter, Menorca|39.8734055|4.135701400000016|MAH|0.0802986115103555|
es:arenal den castell menorca|es|Arenal d'en Castell, Menorca|40.0207553|4.181455899999946|MAH|0.1005064940615893|
es:cala blanca menorca|es|Cala Blanca, Menorca|39.971785|3.833482|MAH|0.27784770937709735|
es:cala santandria menorca|es|Cala Santandria, Menorca|39.9780802|3.841267000000016|MAH|0.27067735350533384|
es:son parc menorca|es|Son Parc, Menorca|40.0232507|4.165454100000034|MAH|0.0919032696297783|
es:cala en bosch menorca|es|Cala en Bosch, Menorca|39.9272831|3.8313683000000083|MAH|0.27996977427378744|
es:fornells menorca|es|Fornells, Menorca|40.05714469999999|4.130267099999969|MAH|0.10932799215588186|
es:biniancolla menorca|es|Biniancolla, Menorca|39.8127038|4.263291600000002|MAH|0.20520853281698548|
es:son boumenorca|es|Son Bou,Menorca|39.90867|4.070273000000043|MAH|0.057370695091626206|
es:santo tomas menorca|es|Santo Tomas, Menorca|39.9175616|4.03761499999996|MAH|0.07957696423228149|
es:cala galdana menorca|es|Cala Galdana, Menorca|39.9374436|3.962974499999973|MAH|0.1479729554282738|
es:antequera|es|Antequera|37.016667|-4.566667|AGP|0.3305833392323336|
es:ronda|es|Ronda|36.746209|-5.161225|QRL|0.36050325727516175|
mx:metepec|mx|Metepec|19.2528864|-99.59855099999999|TLC|0.1054197219971773|
mx:tepotzotlan|mx|Tepotzotlan|19.7185096|-99.2065202|TZ9|0.017586804718311134|
mx:san juan teothuacan|mx|San Juan Teothuacan|19.685267|-98.87211860000002|TE2|0.011511665168889892|
mx:santa fe|mx|Santa Fe |19.38589064283876|-99.22662390124056|MEX|0.11107311976909813|
mx:merida|mx|Merida |20.97|-89.62|MID|0.004808326112067366|
mx:chichen itza|mx|Chichen-Itza|20.6783333|-88.56888879999997|CZA|0.01183742008758095|
es:es mercadal|es|Es Mercadal|39.9873778|4.0938255999999456|MAH|0.041245553497337765|
mx:telchac puerto|mx|Telchac Puerto|21.3421022|-89.26246259999999|M20|0.37275824542351915|
mx:celestun|mx|Celestun|20.8593042|-90.39720520000003|CY1|0.03160681882897538|
mx:tecoh|mx|Tecoh|20.7442201|-89.47185460000003|M20|0.2627601851183972|
mx:cuautitlan|mx|Cuautitlan|19.646144279333953|-99.19967651367189|TZ9|0.07886785463411454|
es:cartagena|es|Cartagena|37.68695719816848|-1.0491787246428432|MJV|0.30398381906875216|
mx:patzcuaro|mx|Patzcuaro|19.5134546|-101.60918759999998|PT4|0.0024622540323824492|
za:waterval boven|za|Waterval Boven|-25.63894385413753|30.339061701670293|NLP|0.6523063470807198|
es:puente genil|es|Puente Genil|37.383333|-4.766667|ODB|0.4966781833118928|
es:verin|es|Verin|41.940833|-7.435833|VRL|0.7135085786295785|
es:nueva|es|Nueva|43.437635|-4.939627|S38|0.8326485986020753|
es:gijon|es|Gijon|43.533333|-5.7|LEN|0.9621558132075082|
es:cangas de onís|es|Cangas de Onís|43.350625|-5.131013|LEN|0.8868892133710974|
es:llanes|es|Llanes|43.421148|-4.756216|S38|0.6486131850032042|
es:perlora|es|Perlora|43.578976|-5.747513|LEN|1.0146250113933708|
mx:playa del carmen|mx|Playa del Carmen|20.646298535891304|-87.08784580781784|PCM|0.022340619934269605|
mx:akumal|mx|Akumal|20.4|-87.321111|AK5|0.0065450394689469645|
mx:tulum|mx|Tulum|20.21|-87.46|RM4|0.081922246983959|
es:la pobla de lillet|es|La Pobla de Lillet|42.244565|1.975309|ALV|0.5251216408661895|
es:areu|es|Areu|42.588035|1.325835|ALV|0.21000786520985248|
es:tavascan|es|Tavascan|42.644804|1.256915|ALV|0.2972416031463297|
do:cabarete dominicana|do|Cabarete, Dominicana|19.750923|-70.414421|D03|0.045975359787170954|
do:sosúa dominicana|do|Sosúa, Dominicana|19.751932|-70.518918|D02|0.015988173351573865|
es:puerto de andratx|es|Puerto de Andratx|39.544069|2.389385|CM5|0.20864013592949945|
do:bávaro|do|Bávaro|18.698383|-68.451145|PUJ|0.12501436946534863|
es:salou|es|Salou|41.077778|1.128889|REU|0.08102360153066561|
es:el vendrell|es|El Vendrell|41.21966989999999|1.5343070000000125|REU|0.43164358769130284|
es:mora debre|es|Mora d'Ebre|41.086771|0.638185|REU|0.47428001735894426|
es:hospitalet del infant|es|Hospitalet del Infant|40.99092400000001|0.9237179000000424|REU|0.24689308300637547|
es:reus|es|Reus|41.1498259|1.105532100000005|REU|0.006354820313743971|
es:ferrol|es|Ferrol|43.489646|-8.219345|LCG|0.25641621310088886|
es:alceda|es|Alceda|43.1961351|-3.9177323000000115|SDR|0.21874942471993428|
es:castelldefels|es|Castelldefels|41.280016|1.976629|BCN|0.23113163153709382|
es:albarracín|es|Albarracín|40.407558|-1.443876|ZAZ|1.360309062948561|
es:puerto de la cruz   tenerife norte|es|Puerto de la Cruz - Tenerife Norte|28.411413|-16.544961|PCZ|0.02856102746751359|
es:las caletillas  tenerife norte|es|Las Caletillas -Tenerife Norte|28.377257|-16.362386|SPC|0.1712397315023587|
es:callao salvaje  tenerife sur|es|Callao Salvaje -Tenerife Sur|28.13021|-16.778756|TCI|0.22005189542253406|
es:el medano  tenerife sur|es|El medano -Tenerife Sur|28.041667|-16.533333|TCI|0.26762941265423495|
es:los cristianos   tenerife sur|es|Los Cristianos - Tenerife Sur|28.048906|-16.711598|TCI|0.2562882447929493|
es:golf del sur   tenerife sur|es|Golf del Sur - Tenerife Sur|28.031536|-16.607607|TCI|0.26091696287296273|
es:san miguel de abona   tenerife norte|es|San Miguel de Abona - Tenerife Norte|28.0975|-16.617222|TCI|0.19442872639671938|
es:buenavista del norte   tenerife norte|es|Buenavista del Norte - Tenerife Norte|28.372065|-16.851429|TCI|0.23642573223667726|
es:costa adeje tenerife sur|es|Costa Adeje Tenerife Sur|28.076686|-16.731949|TCI|0.23821018127538302|
es:guía de isora   tenerife sur|es|Guía de Isora - Tenerife Sur|28.211112|-16.778756|TCI|0.16988318400668811|
es:puerto de santiago   tenerife sur|es|Puerto de Santiago - Tenerife Sur|28.236196|-16.841127|TCI|0.21910760054103504|
es:talavera de la reina|es|Talavera de la Reina|39.962884|-4.830453600000055|XTJ|0.8193830990257553|
ar:chubut|ar|Chubut|-43.3|-65.1|REL|0.23537204591879968|
ar:corrientes|ar|Corrientes|-27.483333|-58.816667|CNQ|0.009428561820341708|
ar:misiones|ar|Misiones|-27.392497540937864|-55.92041015625001|VDR|0.017851965493988788|
es:sanxenxo|es|Sanxenxo|42.4033003|-8.811359100000004|VGO|0.20054501522825313|
es:vigo|es|Vigo|42.240599|-8.720727|VGO|0.022589982957058222|
es:requena|es|Requena|39.486111|-1.101667|VLC|0.7016678795626887|
es:tordesillas|es|Tordesillas|41.5015353|-4.998745900000017|VLL|0.28968308530687115|
es:benavente|es|Benavente |42.002884|-5.678469|LEN|0.5872209136406809|
es:puebla de sanabria|es|Puebla de Sanabria|42.055278|-6.633611|OVD|0.14424825061330934|
es:calatayud|es|Calatayud|41.353168|-1.646846|ZAZ|0.8129730032049042|
es:menorca (island)|es|Menorca (Island)|39.96449067924026|4.11712646484375|MAH|0.016294837700913382|
es:cardona|es|Cardona|41.913607|1.679713|MNI|0.34585944997498685|
mx:salvatierra|mx|Salvatierra|20.2090023|-100.88184009999998|CL1|0.3312662454481234|
mx:san felipe torre ochas|mx|San Felipe Torre Ochas|21.4788756|-101.21587999999997|GMO|0.46293763099942936|
ar:la plata|ar|La Plata|-34.920495|-57.953566|CYR|0.4952683136452419|
es:morella|es|Morella|40.6181387|-0.10154920000002221|VLC|1.1717833389574734|
co:san andres|co|San Andres|12.546114|-81.718785|ADZ|0.0326641611096962|
mx:purísima del rincón|mx|Purísima del Rincón|20.889695|-101.91255000000001|BJX|0.33605980944617964|
mx:san francisco del rincón|mx|San Francisco del Rincón|21.0170828|-101.84925770000001|BJX|0.1998620600942847|
mx:san jose iturbide|mx|San Jose Iturbide|20.998668|-100.38628699999998|SG3|0.0035179245301601666|
mx:san luis de la paz|mx|San Luis de la Paz|21.293404|-100.52398670000002|SG3|0.3236483689328495|
mx:tarimoro|mx|Tarimoro|20.2872523|-100.75770439999997|CL1|0.24640487745711087|
mx:tierra blanca|mx|Tierra Blanca|21.0996728|-100.22853|SG3|0.18404088556579018|
mx:valle de santiago|mx|Valle de Santiago|20.392169|-101.19005279999999|SL2|0.2190332158919536|
mx:victoria mx|mx|Victoria MX|21.2114452|-100.286124412|SG3|0.23172355936457087|
mx:villagrán|mx|Villagrán|20.5134143|-100.99483150000003|CL1|0.19553618293490752|
mx:xichú|mx|Xichú|21.2956014|-100.127406612|SG3|0.3904337044908914|
mx:yuriria|mx|Yuriria|20.210945|-101.13059620000001|SL2|0.4040975929938739|
mx:apaseo el alto|mx|Apaseo el Alto|20.467545926132438|-100.63854217529297|CL1|0.17311597413809213|
es:salinas de pisuerga|es|Salinas de Pisuerga|42.8515317|-4.377712900000006|S38|0.6011668750116758|
mx:nayarit|mx|Nayarit|21.705122789450286|-105.3498189180991|RNA|0.22868525727206726|
es:sant sadurní danoia|es|Sant Sadurní d'Anoia|41.426175|1.786751|MNI|0.1923378792983825|
es:bellmunt del priorat|es|Bellmunt del Priorat|41.163699|0.765462|REU|0.34202692912254723|
es:puerto calero|es|Puerto Calero|28.919227220721236|-13.706130981445314|ACE|0.175535320865845|
ar:tílcara|ar|Tílcara|-23.594194326203823|-65.39062500000001|JUJ|0.613554567606213|
ar:cachi|ar|Cachi|-25.127879288597565|-66.15966796875001|SLA|0.8190335685763759|
es:igualada|es|Igualada|41.583333|1.616667|MNI|0.22947009319081155|
es:south mallorca|es|South Mallorca|39.36721747059305|3.0370330810546875|PMI|0.4366113137710973|
es:west mallorca|es|West Mallorca|39.583465521602|2.4609375|CM5|0.14064384209797368|
es:cadaqués|es|Cadaqués|42.2887571|3.2779722999999876|GRO|0.5514849633220831|
pe:puerto maldonado|pe|Puerto Maldonado|-12.5909084|-69.1963141|PEM|0.06435808425807585|
za:benoni|za|Benoni|-26.193413368458465|28.308441638946537|JNB|0.27942428692188637|
za:cullinan|za|Cullinan|-25.670384879426955|28.52831840515137|PRY|0.3011404439272549|
za:edenvale|za|Edenvale|-26.13706206392209|28.15032005310059|JNB|0.12474703528020589|
za:germiston-5|za|Germiston|-26.229355345199814|28.18115472793579|JNB|0.1623909134808087|
za:kempton park|za|Kempton Park|-26.096852281589697|28.23373675346375|JNB|0.21646998272412044|
za:upington|za|Upington|-28.454411070764973|21.24514477327466|UTN|0.016143118891186935|
za:dysselsdorp|za|Dysselsdorp|-33.57381352399269|22.43442535400391|OUH|0.2445036322129489|
za:gansbaai|za|Gansbaai|-34.58202200625263|19.35167406219989|CPT|1.1307362526570044|
za:khayelitsha|za|Khayelitsha|-34.039715917816835|18.663970381021503|CPT|0.2583782815250921|
za:kraaifontein|za|Kraaifontein|-33.8481066183261|18.717226982116703|CPT|0.29123998311222965|
za:muizenberg|za|Muizenberg|-34.10430706913501|18.465593196451664|CPT|0.1868289040867801|
za:robertson|za|Robertson|-33.80354259481926|19.877958297729496|CPT|1.4476501567049405|
za:rondebosch|za|Rondebosch|-33.969025217957444|18.489282466471195|CPT|0.07314409177760928|
za:sedgefield|za|Sedgefield|-34.01816273587814|22.803282737731937|GRJ|0.3597983481643103|
za:stanford|za|Stanford|-34.439991052260304|19.455531835556034|CPT|1.1453715213039595|
za:strand|za|Strand|-34.10864218970927|18.82805619388819|CPT|0.4359805583878489|
za:fort beaufort|za|Fort Beaufort|-32.77690139152888|26.633895803242922|BIY|0.7618142209573969|
za:paterson|za|Paterson|-33.43951720039987|25.976389814168222|PLZ|0.6504469946745688|
za:pinetown|za|Pinetown|-29.818287597401078|30.884102750569582|DUR|0.1066692598872025|
za:pongola|za|Pongola |-27.37817446469046|31.616375190205876|VYD|0.9103223024853432|
za:bela bela|za|Bela-Bela|-24.8886360378089|28.314718175679445|PRY|0.8226998863023788|
za:thohoyandou|za|Thohoyandou|-22.970020386205213|30.459889853373173|LTA|0.8975810500125664|
za:komatipoort|za|Komatipoort|-25.433334049719218|31.957415509969003|LLE|0.45272124858098983|
za:machadodorp|za|Machadodorp|-25.669437224360863|30.24917023256421|NLP|0.7470131611447789|
za:marloth park|za|Marloth Park |-25.343870889395717|31.777181625366214|LLE|0.3078714386867653|
za:mbombela|za|Mbombela |-25.48113036962803|30.985286571085457|NLP|0.016387773317437144|
za:sabie|za|Sabie|-25.09589831700313|30.780065394938|NLP|0.42370796467751004|
za:harrismith|za|Harrismith|-28.27352522137512|29.1307963617146|HRS|0.0014854291427110317|
pe:chanchamayo|pe|Chanchamayo|-10.922621087638406|-75.17941213678569|SFK|0.6187272548535544|
pe:oxapampa|pe|Oxapampa|-10.583825137313388|-75.39915431058036|SFK|0.999747454686636|
pe:apurimac|pe|Apurimac|-14.048969133228944|-73.13046194147319|ANS|0.4663864573850252|
pe:ayacucho|pe|Ayacucho|-13.1448936269119|-74.22350792214276|AYP|0.030310051439738323|
pe:huanuco|pe|Huanuco|-9.910385711105315|-76.2643393588951|HUU|0.026169427627963045|
pe:manu|pe|Manu|-12.549811022407184|-71.50994732044637|UMI|1.0110053303059539|
pe:pasco|pe|Pasco|-10.64741853948686|-76.2505791289732|HUU|0.7274954636003094|
pe:tambopata|pe|Tambopata|-12.630836385043192|-69.85094932839276|PEM|0.6742910232296252|
es:caleta de velez|es|Caleta de Velez|36.749269523090014|-4.070005416870118|AGP|0.35118322508870603|
es:orihuela|es|Orihuela|38.09|-0.94|MJV|0.21954498400100472|
es:vandellós y hospitalet del infante|es|Vandellós y Hospitalet del Infante|41.0201|0.832907|REU|0.3062483421163303|
es:castell de guadalest|es|Castell de Guadalest|38.676944|-0.197778|ALC|0.4333628609144999|
es:vilafamés|es|Vilafamés|40.1|-0.066667|VLC|0.6995254740815394|
es:capellades|es|Capellades|41.530965|1.685923|MNI|0.17711787917937433|
es:valderrobres|es|Valderrobres|40.8733331|0.15359490000003007|REU|0.9947804892344653|
es:palau solità i plegamans|es|Palau-solità i Plegamans|41.583946|2.180415|BCN|0.20066820261566004|
es:puertomingalvo|es|Puertomingalvo|40.2648619|-0.459967000000006|VLC|0.7821640647336152|
es:el castell de guadalest|es|El castell de Guadalest|38.6769639|-0.19832359999998062|ALC|0.433018178533165|
es:mataro|es|Mataro|41.5381124|2.444740599999932|CE5|0.23693358681738297|
es:blanes|es|Blanes|41.6759954|2.7902288999999882|CE5|0.13547066832479493|
za:hds|za|HDS|-24.346139|30.973292|HDS|0.020622652230012938|
cr:alajuela|cr|Alajuela|10.391583|-84.4382721|SJO|0.3946214336138006|
mx:san jose del cabo airport|mx|San Jose del Cabo airport|23.145536|-109.718267|SJD|0.08339587251417147|
cr:quepos|cr|Quepos|9.432143|-84.16151|XQP|0.009305855629652278|
es:caseres|es|Caseres|41.0394453|0.2511497000000418|REU|0.8641332497954871|
pe:colca canyon|pe|Colca Canyon|-15.638245636786577|-71.6191864013672|SA2|0.07509742504609464|
cr:conchal|cr|Conchal|10.3996|-85.811662|SC1|0.2672411752780629|
pa:san blas|pa|San Blas|9.544442822720683|-78.77569921015717|AML|0.875163842572304|
es:cuevas de almanzora|es|Cuevas de Almanzora|37.2922445|-1.8760839999999916|LEI|0.7212597702189278|
bz:caye caulker|bz|Caye Caulker|17.761158|-88.027749|SPR|0.16919276215311244|
cr:sixaola|cr|Sixaola|9.547652|-82.702145|CHX|0.21241816195655092|
mx:isla holbox|mx|Isla Holbox|21.545690895049034|-87.23885755630222|IH1|0.15957298243815887|
cr:peñas blancas|cr|Peñas Blancas|11.211153|-85.612733|SJN|0.2773729263764048|
cr:guapiles|cr|Guapiles|10.214379|-83.788367|TTQ|0.43461653181856463|
es:alfaro|es|Alfaro|42.178333|-1.7475|PNA|0.6490321940312342|
pe:pisaq|pe|Pisaq|-13.426355740831927|-71.85333251953126|CUZ|0.15446736800956895|
es:baeza|es|Baeza|37.995803|-3.467401|GRX|0.8390847094364222|
es:hornos|es|Hornos|38.206936|-2.720798|ABC|1.1633072136370537|
mx:iguala de la independencia|mx|Iguala de la Independencia|18.3448477|-99.53973439999999|TG1|0.2394084513517706|
ar:la rioja|ar|La Rioja|-29.448035389420514|-66.85129802674057|IRJ|0.038057531735379395|
cu:cayo largo cuba|cu|Cayo Largo, Cuba|21.633333|-81.466667|CYO|0.06585318411147748|
mx:nuevo laredo|mx|Nuevo Laredo|27.479698247982427|-99.51591930305241|NLD|0.03966932113631486|
cl:rancagua|cl|Rancagua|-34.170132|-70.740626|SCL|0.7238859615298531|
es:santo domingo de silos|es|Santo Domingo de Silos|41.9043464|-3.2331366|RJL|0.9825706469931389|
es:setenil de las bodegas|es|Setenil de las bodegas|36.8810546|-5.1532184|QRL|0.45352298521653933|
es:torre del mar|es|Torre Del Mar|36.74342361062347|-4.092750549316407|AGP|0.32805836312896314|
es:zugarramurdi|es|Zugarramurdi|43.2630267|-1.5507611|BIQ|0.2105524695796794|
es:alalpardo|es|Alalpardo|40.6385042|-3.45316439|BJ1|0.2301979017752169|
es:montroig del camp|es|Montroig del Camp|41.0865513|0.9606138000000328|REU|0.16234355762431785|
es:vallromanes|es|Vallromanes|41.5233876|2.29751829|BCN|0.18068624681000073|
pa:farallon|pa|Farallon|8.388148225618172|-80.14801025390625|A07|0.7618701648554459|
es:formigal|es|Formigal|42.7766544|-0.359537199999977|LDE|0.44762222378160343|
es:candanchu|es|Candanchu|42.7882105|-0.5269639000000552|PUF|0.5362956367093403|
es:canfranc|es|Canfranc|42.71649|-0.5254869000000326|PUF|0.6047290299891487|
es:llivia|es|Llivia|42.46475260496136|1.9809722900390627|ALV|0.46580777910114496|
es:eibar|es|Eibar|43.1832096|-2.4715421999999307|VIT|0.38783261326637436|
za:brits|za|Brits|-25.6099895|27.79597130000002|HLA|0.34282008958794424|
es:parres|es|Parres|43.4073351|-4.7765058|S38|0.6683573414616242|
es:peñarroya de tastavíns|es|Peñarroya de Tastavíns|40.7548793|0.0385924|REU|1.1415635276436669|
es:puente la reina|es|Puente la Reina|42.6862683|-1.8488206|PNA|0.23961176634140827|
es:sos del rey catolico|es|Sos del Rey Catolico|42.4874156|-1.2564704|PNA|0.5152455038130087|
es:lozoya|es|Lozoya|41.0548094|-3.8254598999999416|SL4|0.562740085678321|
es:carmona|es|Carmona|37.471274|-5.641821400000026|SVQ|0.3523553203582879|
es:trillo|es|Trillo|40.7039995|-2.6009401|BJ1|1.0358366897287725|
es:vilagarcia de arousa|es|Vilagarcia de Arousa|42.5953513|-8.765908200000013|SCQ|0.36499723513875665|
es:sastago|es|Sastago|41.32310441430644|-0.34606933593750006|ZAZ|0.6346032549974868|
es:villajoyosa|es|Villajoyosa|38.504116723098505|-0.23277282714843753|ALC|0.2937648631880486|
ec:baños|ec|Baños|-1.4|-78.43|BA8|0.007707788269024878|
es:pirineo aragones|es|Pirineo Aragones|42.48627657532141|0.09887695312500001|LDE|0.63152259593066|
es:cerler|es|Cerler|42.5922661|0.5402586000000156|LDE|0.7785877780206845|
es:biescas|es|Biescas|42.6286287|-0.32247929999994085|LDE|0.5444592467688918|
es:sabiñanigo|es|Sabiñanigo|42.51935940000001|-0.3638114000000314|LDE|0.6600159855172646|
es:panticosa|es|Panticosa|42.7237286|-0.28427320000002965|LDE|0.4432427085651992|
es:rubí|es|Rubí|41.49366381024536|2.0309257507324223|BCN|0.1882247786599448|
es:getxo|es|Getxo|43.338737|-3.008132|BIO|0.11823224853228612|
es:mundaka|es|Mundaka|43.408017|-2.700251|BIO|0.2788439981243998|
za:bethlehem|za|Bethlehem|-28.2423025|28.31112619999999|FCB|0.7638150071926314|
ar:pilar buenos aires|ar|Pilar, Buenos Aires|-34.45838378644382|-58.91590020837612|BUE|0.5380597169963358|
es:castelló dempúries|es|Castelló d'Empúries|42.258333|3075.0|LBS|2896.2111147292844|
es:alarcon|es|Alarcon|39.5463283|-2.0864395999999488|ABC|0.5873610515254|
cu:ciego de ávila|cu|Ciego de Ávila|21.844354392507825|-78.76514245151814|AVI|0.005429017034393662|
es:costa de los pinos|es|Costa de los Pinos|39.63572042007331|3.4184646606445317|MAH|0.7598519986582793|
es:cedeira|es|Cedeira|43.66602219476107|-8.049804537823007|LCG|0.4999555936165574|
es:cala figuera|es|Cala Figuera|39.330158|3.168553|PMI|0.5710198790055749|
ar:colón|ar|Colón|-32.21806119446975|-58.135545183523604|STY|0.8444086157394469|
ar:concordia|ar|Concordia|-31.39292202932701|-58.0169066019111|STY|0.048277857301328185|
za:oudtshoorn|za|Oudtshoorn|-33.6007225|22.202634699999976|OUH|0.024270509890391076|
za:plettenberg bay|za|Plettenberg Bay|-34.05748920000001|23.364492499999983|PBZ|0.008570472150959149|
za:hermanus|za|Hermanus|-34.4092004|19.25044360000004|CPT|0.95092864934294|
za:beacon bay|za|Beacon Bay|-32.96904947834769|27.945174146443605|ELS|0.07518015552614923|
es:daimiel|es|Daimiel|39.0699215|-3.6141818999999487|VDE|0.4396195769411365|
ar:cariló|ar|Cariló|-37.161141027113814|-56.89969884216816|VGL|0.13759688722703314|
es:cala san vicente|es|Cala San Vicente|39.07576|1.591449|IBZ|0.2303341203577968|
pe:poroy|pe|Poroy|-13.500812667784036|-72.04319000244142|CUZ|0.07499738319673692|
es:estellencs|es|Estellencs|39.652477|2.480662|CM5|0.15474348894115084|
co:yopal|co|Yopal|5.348903|-72.40052300000002|EYP|0.005798184026040598|
co:florencia caquetá|co|Florencia, Caquetá|1.6213625765118707|-75.61489498991068|FLA|0.01209294057666339|
es:fuencaliente|es|Fuencaliente|28.496453927665872|-17.84385681152344|GMZ|0.8352364680794185|
es:fornalutx|es|Fornalutx|39.782242|2.740966|PMI|0.23121869015012284|
es:el cotillo|es|El Cotillo|28.68298280232846|-14.005336761474611|FUE|0.32782273000481604|
es:la pared|es|La Pared|28.21123913340278|-14.20463562011719|FUE|0.2110601207524918|
mx:guerrero negro|mx|Guerrero Negro|27.97262602159016|-114.03610361918939|BHL|1.083803177892487|
es:figueres|es|Figueres|42.26550659999999|2.9581046000000697|GRO|0.3170766954736089|
ar:garupá|ar|Garupá|-27.454640899007494|-55.86107098098228|VDR|0.06829131833753559|
es:guadix|es|Guadix|37.3011351|-3.140325599999983|GRX|0.4650463283022309|
cl:coyhaique|cl|Coyhaique|-45.56748354267024|-72.05657178419642|GXQ|0.013661974131135034|
es:haría|es|Haría|29.149162902015703|-13.498420715332031|ACE|0.18441637487945725|
es:inca|es|Inca|39.717774|2.907547|PMI|0.2969904029411382|
cr:esterillos|cr|Esterillos|9.528615|-84.489278|LIO|0.24684994492403373|
cr:puntarenas|cr|Puntarenas|9.9778439|-84.82942109999999|JAP|0.008711625130830038|
es:cazorla|es|Cazorla|37.9124527|-3.0038121000000046|GRX|0.9468183108937533|
pe:juliaca|pe|Juliaca|-15.486422731455649|-70.12597427121365|JUL|0.0195208424283811|
za:jozini|za|Jozini|-27.4293515|32.06506969999998|HLW|0.6421668431882392|
es:los cancajos|es|Los Cancajos|28.648264535669917|-17.75845527648926|GMZ|0.8521154476093841|
co:leticia|co|Leticia|-4.210149608051278|-69.93484497070314|LET|0.01111775825402357|
es:viveiro|es|Viveiro|43.6642649|-7.5945348000000195|LCG|0.8905761167822874|
es:palamos|es|Palamos|41.8505066|3.129816099999971|GRO|0.33424219440890546|
es:areyns de mar|es|Areyns de Mar|41.58322161171842|2.556381225585938|CE5|0.11672051911894522|
es:sant pol de mar|es|Sant Pol de Mar|41.6039431|2.6244208000000526|CE5|0.04559990603329625|
es:san javier|es|San Javier|37.8054749|-0.8379313000000366|MJV|0.3402398213755666|
za:kruger national park|za|Kruger National Park|-24.745502281940603|31.058286865827085|HDS|0.4080398651354573|
za:vaalwater|za|Vaalwater|-24.298507239492462|28.12099831178785|PTG|1.1188916557308|
ar:lanús|ar|Lanús|-34.703431559745106|-58.392765309575154|BUE|0.10104255067049285|
mx:monclova|mx|Monclova|26.902476886279832|-101.40930175781251|LOV|0.010981227233117584|
pe:lake titicaca|pe|Lake Titicaca|-15.908508237156719|-69.35119628906251|JUL|0.8883075335792439|
es:mazagon|es|Mazagon|37.1369251|-6.828392000000008|XRY|0.8259243209725806|
es:sotogrande|es|Sotogrande|36.295204533693536|-5.2947235107421875|GIB|0.1829124248161635|
es:tres cantos|es|Tres cantos|40.622277115363914|-3.7008530047145882|BJ1|0.17732058067022072|
es:collado villalba|es|Collado Villalba|40.6308775|-4.005560500000001|SL4|0.14676406753222618|
es:valdemoro|es|Valdemoro|40.1912403|-3.6740181999999777|MAD|0.20897040583616405|
ar:san rafael|ar|San Rafael|-34.61923961159946|-68.33461566333426|AFA|0.019284543668627526|
es:archena|es|Archena|38.11677350000001|-1.3011430999999902|MJV|0.2190820644869399|
za:hazyview|za|Hazyview|-25.0519121|31.136671500000034|SZK|0.45334519302472887|
za:emalahleni|za|Emalahleni|-25.87658114419431|29.198001790791757|ZEC|0.6741459467069536|
ar:miramar|ar|Miramar|-38.26783079180215|-57.84178357204344|MDQ|0.3745183194840927|
za:vaalkop dam|za|Vaalkop Dam|-25.313421|27.46154999999999|NTY|0.36573990340266527|
es:montilla|es|Montilla|37.5877237|-4.637286600000039|ODB|0.3209957664537686|
es:la oliva|es|La Oliva|28.615267765944424|-13.92448425292969|FUE|0.2872196985315614|
cu:pinar del río|cu|Pinar del Río|22.425290960936863|-83.6922614186413|C09|0.07172575021806447|
es:paguera|es|Paguera|39.53860167105348|2.4514961242675786|CM5|0.14696221942967985|
es:masella|es|Masella|42.3515178|1.9024443000000701|ALV|0.41352142195947134|
es:llavorsi|es|Llavorsi|42.495852|1.2100295000000187|ALV|0.3064985697751924|
es:port ainé|es|Port Ainé|42.4498132|1.2258022999999412|ALV|0.2949980808065775|
es:las playitas|es|Las Playitas|28.22848250383671|-13.982677459716799|FUE|0.14835344922180796|
es:can pastilla|es|Can Pastilla|39.53747639330638|2.7148246765136723|PMI|0.07220415376392975|
es:las maravillas|es|Las Maravillas|39.52456749089643|2.7462387084960938|PMI|0.10610858819183504|
es:ses cadenes|es|Ses Cadenes|39.51264945075147|2.7549934387207036|PMI|0.11930385150758128|
es:felanitx mallorca|es|Felanitx, Mallorca|39.4696851|3.148296999999957|PMI|0.5080583224827707|
es:son servera mallorca|es|Son Servera, Mallorca|39.6201493|3.360304400000018|PMI|0.7119408851486729|
ar:pinamar|ar|Pinamar|-37.10835430074834|-56.85411125495423|VGL|0.20729004129942263|
mx:puerto progreso|mx|Puerto Progreso|21.29033403449086|-89.66732025146486|MID|0.3276831838779468|
ar:paraná|ar|Paraná|-31.752825793944496|-60.51267970120535|PRA|0.028398122324256255|
es:porto colom|es|Porto Colom|39.415782|3.256477|PMI|0.6255238377880892|
ar:posadas|ar|Posadas|-27.36590046188688|-55.894619707028184|PSS|0.0124996921835388|
es:playa de santiago|es|Playa de Santiago|28.02653070487077|-17.20544815063477|GMZ|0.1128064485480473|
mx:pátzcuaro|mx|Pátzcuaro|19.518195293960623|-101.61289019946709|PT4|0.004603266900016646|
ar:purmamarca|ar|Purmamarca|-23.748072522249814|-65.49864423832524|JUJ|0.46026291619540244|
es:san sebastian de la gomera|es|San Sebastian de La Gomera|28.091366281406945|-17.108459472656254|GMZ|0.004846166458788376|
do:cabrera|do|Cabrera|19.635409805020558|-69.90966592848909|RSJ|0.1669500943797165|
za:madikwe|za|Madikwe |-24.7604347|26.277707299999975|GBE|0.3831993090773549|
es:ojedo|es|Ojedo|43.1632256|-4.607594800000015|S38|0.547877292869871|
co:barichara|co|Barichara|6.630947|-73.1811963|CO_0762|0.041874322235599844|
es:sant elm|es|Sant Elm|39.580949|2.35081|CM5|0.24883602733060978|
