id|iso_country|slug_place|latitude|longitude|nearest_iata_code|kdtree_dist_ns_cities_id
mx:álamos|mx|Álamos|27.01973700593794|-108.9295908353474|XAL|0.00598523110180954|
es:albox|es|Albox|37.38934016469938|-2.1456759308850906|LEI|0.627189032130796|
es:albatera|es|Albatera|38.17985069854396|-0.8702244550877367|MJV|0.32775545066859346|
es:alcorcón|es|Alcorcón|40.34936971879267|-3.827763049665606|MAD|0.15298403669627475|
mx:alisitos|mx|Alisitos|32.13292761656321|-116.88423100534924|ESE|0.37275857567529436|
es:almendralejo|es|Almendralejo|38.684629581635676|-6.4070082045304275|QWX|0.23761195138224991|
es:alcantarilla|es|Alcantarilla|37.96795654311357|-1.2139284396207302|MJV|0.08478813496560542|
es:alta ribagorça|es|Alta Ribagorça|42.50371600491118|0.7903323568473013|ALV|0.7261771510137489|
es:alcoy|es|Alcoy|38.69831547210734|-0.4748710989883591|ALC|0.3472252074506873|
es:allariz|es|Allariz|42.189956401723435|-7.8011437009240865|VRL|0.8982495689714803|
es:la almunia|es|La Almunia|41.47758938896564|-1.3734892874117008|ZAZ|0.5133101497526764|
es:amorebieta|es|Amorebieta|43.21973769471444|-2.7336629625261253|BIO|0.19865557984918075|
do:amber cove|do|Amber Cove|19.8326185|-70.7737483|POP|0.09369977361305784|
es:almoradí|es|Almoradí|38.10882006420013|-0.7911429542288317|MJV|0.36251718084704654|
es:algemesí|es|Algemesí|39.19418766919992|-0.43363192094872716|VLC|0.29275060692008203|
es:armilla|es|Armilla|37.14333656450428|-3.627842227145635|GRX|0.04800792501530676|
es:amurrio|es|Amurrio|43.05164314289422|-3.0014287578847245|BIO|0.21082578166305208|
es:almerimar|es|Almerimar|36.70668733943542|-2.8056335449218754|LEI|0.3954499335218418|
es:ayamonte|es|Ayamonte|37.2145602166316|-7.403603428500986|FAO|0.5653043383965909|
es:arnedillo|es|Arnedillo|42.2123094623889|-2.237002889916141|RJL|0.3222710196482238|
es:andújar-18|es|Andújar|38.03995784965292|-4.050741825928327|ODB|0.736830261752666|
es:andújar-19|es|Andújar|38.03901584004731|-4.0504299567035105|ODB|0.7369308546910374|
es:amposta|es|Amposta|40.709698218670724|0.5782581769960871|REU|0.6921611795769291|
es:azpeitia|es|Azpeitia|43.18249601833418|-2.2641805196935536|EAS|0.3158735125530243|
es:alcira|es|Alcira|39.15435505988114|-0.431227153064043|VLC|0.3321162620449183|
es:ardales|es|Ardales|36.8778831|-4.8503583|QRL|0.36278179935672217|
es:arévalo|es|Arévalo |41.06342164185264|-4.719533568667629|VLL|0.5873690268349009|
es:arahal|es|Arahal|37.26198622565248|-5.545757043959497|SVQ|0.4567442370196312|
es:aracena|es|Aracena|37.89393608406796|-6.56251214663709|SVQ|0.7674716289811551|
es:arnedo|es|Arnedo|42.233732988984826|-2.10243183407232|RJL|0.4041190139452482|
es:arroyo frío|es|Arroyo Frío|37.9468638557304|-2.9228001703206132|GRX|1.0246070970498966|
mx:arteaga|mx|Arteaga|25.44650280912579|-100.84646892011237|SLW|0.1607311487605748|
es:arenas de san pedro|es|Arenas de San Pedro|40.210739594830955|-5.08662575575579|SLM|0.9578149299468547|
es:aspe|es|Aspe|38.34553826681238|-0.7692222766079908|YJE|0.2649454850575869|
es:atarfe|es|Atarfe|37.2231114553404|-3.6862622520085893|GRX|0.11675180908076153|
es:alboraya|es|Alboraya|39.50104566066119|-0.3496470588864895|VLC|0.05284772374317337|
ec:las bachas|ec|Las Bachas|-0.4951732|-90.3510609|S20|0.03814155721847233|
do:barahona|do|Barahona|18.22651441413494|-71.08140991578892|BRX|0.03205548091334589|
es:bárcena mayor|es|Bárcena Mayor|43.1436307|-4.1955692|S38|0.26039309286371287|
es:beasain|es|Beasain|43.046851062946246|-2.203092634043088|EAS|0.352986323145135|
mx:batopilas|mx|Batopilas|27.026052384586478|-107.7393256168485|BC1|0.44222719551025713|
es:borges blanques|es|Borges Blanques|41.519194535580624|0.8687248988704539|REU|0.4346823247866635|
es:boadilla del monte|es|Boadilla del Monte|40.40536538725124|-3.8765894463868165|MAD|0.1932639375972674|
mx:bahia de los angeles|mx|Bahia de los Angeles|28.95216|-113.56266|BHL|0.006058151533260051|
es:benahavis|es|Benahavis|36.52240220687921|-5.045400083212371|QRL|0.16220389200671703|
es:bujalance|es|Bujalance|37.8936445032698|-4.379405360042227|ODB|0.39083288658098|
es:balaguer|es|Balaguer|41.78902436061679|0.8079191275233484|REU|0.7003822163546101|
es:bullas|es|Bullas|38.049784602979514|-1.6688241807357258|MJV|0.543324386125393|
es:benisa|es|Benisa|38.71356489789875|0.050968934754905604|ALC|0.6458113232470969|
es:baquio|es|Baquio|43.42815181273261|-2.808324491326374|BIO|0.2157382622320387|
es:briones|es|Briones|42.543482842578385|-2.7849122994744278|VIT|0.3273493613317867|
es:basauri|es|Basauri|43.23498719624368|-2.890274132569999|BIO|0.04246797404741372|
es:betanzos|es|Betanzos|43.2794015191954|-8.210737422283643|LCG|0.21529289977197913|
es:burjasot|es|Burjasot|39.50910946143523|-0.4109900842356069|VLC|0.026496189956342925|
es:buñol|es|Buñol|39.41888773893817|-0.7908795564632669|VLC|0.3964311525645129|
es:begur|es|Begur|41.96|3.21|GRO|0.3890576075817177|
ar:belén|ar|Belén|-27.646693405419022|-67.02590154728502|CTC|1.4933534123601555|
es:cabra|es|Cabra|37.4726892148651|-4.434038240557868|ODB|0.527988995618909|
es:calafell|es|Calafell|41.20115323321647|1.5683840282518702|REU|0.4631998806345543|
es:calahonda|es|Calahonda|36.70009677843326|-3.4171138514270183|GRX|0.49428813894913465|
es:caldes de malavella|es|Caldes de Malavella|41.839706258041446|2.8089399289299024|GRO|0.14025117894748224|
pe:callao|pe|Callao |-12.050734201405987|-77.13712164676353|LIM|0.08706459017743882|
es:campello|es|Campello|38.427962084705825|-0.39788948686887693|ALC|0.11505959199295357|
es:es capdellà|es|Es Capdellà|39.5796605|2.4637016|CM5|0.13712113523060687|
es:casabermeja|es|Casabermeja|36.89418040265522|-4.429868378237444|AGP|0.1740603723885754|
es:carballino|es|Carballino|42.43065364189991|-8.076726246778378|SCQ|0.6482050224241798|
es:carrascosa del campo|es|Carrascosa del Campo|40.03612642883249|-2.736820203707623|OC1|0.7678294809691142|
es:campo de criptana|es|Campo de Criptana|39.40578732024491|-3.1254410842805953|OC1|0.667764010602923|
es:cudillero|es|Cudillero|43.563210858107794|-6.145770242446048|LEN|1.139392365951014|
es:cervera|es|Cervera|41.671902056225804|1.2702876356476338|REU|0.5411011955966566|
es:cienpozuelos|es|Cienpozuelos|40.15823062215517|-3.620287018856118|OC1|0.23310532881435286|
co:cienaga|co|Cienaga|11.002275110597424|-74.2457687776154|SMR|0.24885790847264422|
co:circassia|co|Circassia|4.619090663114264|-75.63563176385483|CIR|0.010423649579021156|
es:cieza|es|Cieza|38.23919868064277|-1.4195881627362041|MJV|0.3886454168569158|
co:calarca|co|Calarca|4.528923911631139|-75.64084229719019|AXM|0.04061508293322625|
es:caldas|es|Caldas|42.604142536508164|-8.642092830401992|SCQ|0.2964882379538987|
es:cornellá de llobregat|es|Cornellá de Llobregat|41.35694247497702|2.0707387275535893|BCN|0.11570342015075168|
es:calamocha|es|Calamocha|40.91803232705104|-1.2980098815144459|ZAZ|0.8380028267588063|
es:el campello|es|El Campello|38.42757409124408|-0.3983924699779777|ALC|0.11442606777222339|
es:cenicero|es|Cenicero|42.481441603500826|-2.6423441028805428|RJL|0.21263098324565022|
mx:coatepec|mx|Coatepec|19.45598682075908|-96.95941614987507|CV2|0.07209003465353593|
es:combarro|es|Combarro|42.43255058738461|-8.706109841760139|VGO|0.21388897086635708|
bo:coqueza|bo|Coqueza|-19.901370963192235|-67.62566931569351|UYU|0.9721913704106614|
co:cordoba|co|Cordoba|4.39151201254127|-75.68679176249424|AXM|0.14290138390794288|
es:coria|es|Coria|39.98335578562117|-6.5358776841066515|QUQ|0.5271830174040572|
es:corrubedo|es|Corrubedo|42.57613869346221|-9.069708590683916|VGO|0.4921754723322006|
es:coslada|es|Coslada|40.42375395630148|-3.5552633883690703|BJ1|0.07165747142203904|
es:campotéjar|es|Campotéjar|37.48227111334765|-3.616565990074861|GRX|0.3188375308746828|
cl:copiapó|cl|Copiapó|-27.362689675916137|-70.32759839552455|CPO|0.012689923171537429|
es:crevillente|es|Crevillente|38.248903721034026|-0.8097032955993484|YJE|0.320061802418397|
es:castalla|es|Castalla|38.5961090361682|-0.6683087557647411|YJE|0.30028213415602634|
es:cártama|es|Cártama|36.710696191279325|-4.630596150480187|UTL|0.10352639629083088|
es:cocentaina|es|Cocentaina|38.74218033748147|-0.4391767068098318|ALC|0.3934959380666922|
es:oliva|es|Oliva|38.92008730859437|-0.11930465698242189|VLC|0.6308060117840584|
mx:cerocahui|mx|Cerocahui|27.3025320264817|-108.05218563117688|PB1|0.27523023628359794|
es:dos hermanas|es|Dos Hermanas|37.28518782622071|-5.926988261071841|SVQ|0.11873935653804081|
es:durcal|es|Durcal|36.987807315932756|-3.5678731363868508|GRX|0.17801847304192167|
es:elgoibar|es|Elgoibar|43.21419366906969|-2.4150824225006886|VIT|0.44454471080933666|
es:el egido|es|El Egido|36.772273266617134|-2.8135049884963337|LEI|0.38787005296704624|
es:el cuervo|es|El Cuervo|36.854475887902815|-6.039573253329376|XRY|0.19373515875945993|
es:el garrobo|es|El Garrobo|37.62606252031486|-6.172910603016732|SVQ|0.30276869437236187|
es:elorriaga|es|Elorriaga|42.85092156200369|-2.6408022968883813|VIT|0.02921224304158906|
mx:el marqués|mx|El Marqués|20.65646911362478|-100.22201921097904|QRO|0.1601828445114041|
co:el poblado medellín|co|El Poblado, Medellín|6.201150752507033|-75.56533492046484|SHQ|0.06591039768516198|
es:elizondo|es|Elizondo|43.14593038413264|-1.518083866362275|BIQ|0.3302491775613078|
mx:ensenada blanca|mx|Ensenada Blanca|25.719587473661534|-111.24537064731304|LTO|0.3123667385797531|
mx:costa esmeralda|mx|Costa Esmeralda|20.328494407500145|-96.88186203688359|PV4|0.48597867557925795|
es:estella|es|Estella|42.67322360616723|-2.0341066353249175|PNA|0.41119486510313175|
es:espui|es|Espui|42.46|0.99|ALV|0.5280172819141433|
co:floridablanca|co|Floridablanca|7.064366844783507|-73.08672148415624|CO_0641|0.07446965390340345|
co:filandia|co|Filandia|4.674625106087291|-75.65833380533259|FIN|0.016446105009982576|
gt:flores gmt|gt|Flores GMT|16.918257726127095|-89.89608699069198|FRS|0.02004921328438104|
es:frigiliana|es|Frigiliana|36.79058169604801|-3.896307949377814|GRX|0.4869309044208481|
es:frómista|es|Frómista|42.2670582|-4.4096253|VLL|0.7047096980937135|
es:ginzo de limia|es|Ginzo de Limia|42.06307625165576|-7.725739513769298|VRL|0.7691586828548629|
es:gandesa|es|Gandesa|41.05229886214178|0.4387906701728923|REU|0.6765882290561757|
co:girardot|co|Girardot|4.304938923006702|-74.80234154234881|GIR|0.009179677223472635|
es:gijón|es|Gijón|43.53160237920915|-5.66716730638754|LEN|0.9565503507642045|
es:los gallardos|es|Los Gallardos|37.16745316530738|-1.9399232450952582|LEI|0.5948508069883963|
es:garrucha|es|Garrucha|37.18141972768197|-1.8247758750691787|LEI|0.6997008679183829|
es:olot|es|Olot|42.18|2.49|GRO|0.387406269976637|
es:garralda|es|Garralda|42.94715128318995|-1.288055700693235|PNA|0.3836288891852602|
es:pampaneira|es|Pampaneira|36.94814316033464|-3.362506213573795|GRX|0.31069337602838903|
es:soportujar|es|Soportujar|36.92840416067558|-3.4058074709450636|GRX|0.29679547445122695|
es:guadarrama|es|Guadarrama|40.6741427|-4.0954077|SL4|0.09615369329671423|
es:guevara|es|Guevara|42.89429879116952|-2.51066066772637|VIT|0.16538260400805993|
co:san juan de girón|co|San Juan de Girón|7.073760925098227|-73.16878220134804|BGA|0.07080236262471032|
es:huércal de almería|es|Huércal de Almería|36.883748868423766|-2.441440596677978|LEI|0.05465957178874566|
es:herrera del duque|es|Herrera del Duque |39.16727576964459|-5.049866959533688|VDE|1.0292007062023414|
za:herbertsdale|za|Herbertsdale|-34.01593530301866|21.763395216827035|OUH|0.6099436280870748|
es:huetor tajar|es|Huetor Tajar|37.197475322401374|-4.047091059513519|GRX|0.46323082134870974|
mx:huichapan|mx|Huichapan|20.375688924621528|-99.64950106067452|TQ1|0.28477370154716924|
mx:homún yucatán|mx|Homún, Yucatán|20.74|-89.23|M20|0.3151117252016148|
co:honda|co|Honda|5.2104739|-74.7826082|MQU|0.1108974134434602|
es:ibi|es|Ibi|38.62250583336396|-0.5726358611553337|ALC|0.28554201055008555|
es:ifach|es|Ifach|38.63939998171362|0.07141113281250001|ALC|0.6253771558072362|
pe:ilo|pe|Ilo|-17.64|-71.34|ILQ|0.04988514454243088|
pe:ilo-21|pe|Ilo|-17.64|-71.34|ILQ|0.04988514454243088|
co:mucura island|co|Mucura Island|9.781608623509783|-75.8725462382428|MCR|0.008444229337919955|
co:ipiales|co|Ipiales|0.8267439696748511|-77.63909574110616|IPI|0.011500844306502354|
es:irún|es|Irún|43.3384785748205|-1.7891125534140713|EAS|0.191741628582935|
es:irutzun|es|Irutzun|42.91868328189531|-1.8283052376526712|PNA|0.20379192304898924|
es:izarra|es|Izarra|42.952709404047425|-2.9004554822498676|VIT|0.2523072551053498|
ar:iruya|ar|Iruya|-22.79|-65.21|TJA|1.3538437465232063|
mx:jala|mx|Jala|21.103676081734633|-104.43668194504087|TPQ|0.5982583090599066|
co:jardin|co|Jardin|5.598758362640979|-75.81924263755087|MZL|0.616284617237842|
es:jávea|es|Jávea|38.78939976762152|0.1636653484658268|ALC|0.7816466386214053|
es:jabugo|es|Jabugo|37.9165996051224|-6.72901009277129|SVQ|0.9124803176579721|
co:jerico|co|Jerico|5.750732903213915|-75.74947053429513|C114|0.5207145085563866|
cu:jibacoa cuba|cu|Jibacoa, Cuba|23.146090734015374|-81.85811041108973|JBC|0.04663595425208286|
es:juneda|es|Juneda|41.548201553840016|0.8258242576639816|REU|0.48289274980824565|
mx:la joya|mx|La Joya|32.44487462169377|-117.00339135531951|TIJ|0.0943805688327134|
es:jumilla|es|Jumilla|38.47357239884073|-1.3284396202305402|MJV|0.5319699199904416|
es:luarca|es|Luarca|43.54403999059906|-6.535584305041226|LEN|1.3644508615615978|
es:la carolina|es|La Carolina |38.274288276139856|-3.6154107797703148|VDE|0.8105672478279258|
ec:lago agrio|ec|Lago Agrio|0.0851034|-76.89401559999999|NU1|0.00785796251707948|
ar:la merced chica salta|ar|La Merced Chica, Salta|-24.870993036420813|-65.54452754950769|SLA|0.15504192320936958|
es:luanco|es|Luanco|43.613896463654754|-5.7943865622997635|LEN|1.0579656076161055|
es:lebrija|es|Lebrija|36.91988504691132|-6.078832519078304|XRY|0.24030843616676031|
es:la cabrera|es|La Cabrera|40.86493536973268|-3.6135975617432052|BJ1|0.39495175492252677|
es:liérganes|es|Liérganes|43.34452318383049|-3.7435658319531626|SDR|0.06692642695403125|
es:leganés|es|Leganés |40.32842468021511|-3.7653461648295377|MAD|0.10880349411934906|
es:langreo|es|Langreo|43.29553786823155|-5.68375713469689|LEN|0.7245240690051624|
es:la herradura|es|La Herradura|36.734813158821765|-3.7370084959743792|GRX|0.45625354921501676|
es:la linea concepción|es|La Linea Concepción|36.16793024461106|-5.347388797118043|GIB|0.046963563158883705|
es:sant feliu de guíxols|es|Sant Feliu de Guíxols|41.78185575758465|3.031198358584703|GRO|0.2881461432405572|
es:lalín|es|Lalín|42.66156371387336|-8.11150327645484|SCQ|0.48326296820371895|
es:la luisiana|es|La Luisiana|37.52771771912411|-5.2506188941940195|ODB|0.5959004336929133|
co:la macarena|co|La Macarena|2.1938743611971177|-73.78330097371156|LMC|0.010284196885652052|
es:lomo de arico|es|Lomo de Arico|28.19642610606421|-16.496252007642084|TCI|0.16342530078147677|
es:lorca-24|es|Lorca|37.67138679284855|-1.6988805226586123|MJV|0.6471994751918739|
es:lorca-25|es|Lorca|37.67114861578479|-1.6995893797228234|MJV|0.6479361380758769|
es:lepe|es|Lepe|37.25538981332609|-7.201921356276557|FAO|0.7692182756732487|
es:lequeitio|es|Lequeitio|43.36471101747685|-2.505766456171642|BIO|0.4394686760620619|
es:la roda|es|La Roda|39.206617744412654|-2.158005521825146|ABC|0.35427982197875524|
es:los santos de maimona|es|Los Santos de Maimona|38.44913530711756|-6.380928114000454|QWX|0.4648511018474543|
co:la tebaida|co|La Tebaida|4.452150237868452|-75.79079049116405|CO_0624|0.10720301686950567|
cu:las tunas|cu|Las Tunas|20.96189823920902|-76.9563690233374|C02|0.6032032687782938|
es:lugo (province)|es|Lugo (Province)|43.34734105823648|-7.37798584513186|LCG|1.0421584386485216|
ar:lujan de cuyo|ar|Lujan de Cuyo|-33.03835457886175|-68.88003330041967|MDZ|0.16752822457164568|
gt:livingston|gt|Livingston|15.826941788210277|-88.75771690625129|LCF|0.15547137583377618|
es:la zubia|es|La Zubia|37.11870477902809|-3.5868156202614614|GRX|0.04633081007031349|
es:lezama|es|Lezama|43.27450407235324|-2.8326519909993237|BIO|0.10038468218950797|
es:san lorenzo de el escorial|es|San Lorenzo de El Escorial|40.59261071408545|-4.147381782531739|SL4|0.0006651903361870341|
ar:maipú|ar|Maipú|-32.98039659738908|-68.78052101817036|MDZ|0.10358302058928665|
ar:malargüe|ar|Malargüe|-35.47493445631085|-69.58545154480444|LGS|0.009092676358139961|
mx:san antonio del mar|mx|San Antonio del Mar|32.42326397386147|-117.09716363995875|TIJ|0.07863210695490351|
mx:mazunte|mx|Mazunte|15.666032876178974|-96.5554236326935|HUX|0.425999288939937|
es:vélez málaga|es|Vélez-Málaga|36.78220463217088|-4.102363586425782|AGP|0.32359342358284987|
es:marchena|es|Marchena|37.32760406857733|-5.416396325087959|SVQ|0.571380699636278|
es:macarena|es|Macarena|37.403390663685585|-5.981686947823192|SVQ|0.014564479506420432|
es:moncada|es|Moncada|39.56908579449828|-0.39474506672706866|VLC|0.08424983774530201|
es:medina del campo|es|Medina del Campo|41.30881171148508|-4.914709808869986|VLL|0.3788651070733863|
es:mondragón|es|Mondragón|43.06483653437536|-2.4902236618210623|VIT|0.2801325905199933|
es:madridejos|es|Madridejos|39.47|-3.54|OC1|0.4897310332213024|
es:medina sidonia|es|Medina Sidonia|36.45899493251895|-5.930606753948894|CDZ|0.3040463017425238|
es:molina de segura|es|Molina de Segura|38.058075927578756|-1.206102506436963|MJV|0.10902954623986842|
ar:mendoza (province)|ar|Mendoza (Province)|-33.36293414271098|-68.36061697979844|SM1|0.4015618891394783|
es:moguer|es|Moguer|37.27531998946233|-6.837388927456487|SVQ|0.8604846269030474|
es:majadahonda|es|Majadahonda|40.47322105754944|-3.8712983339219136|MAD|0.20166087166153304|
es:mollerusa|es|Mollerusa|41.632171895765225|0.8949240928859865|REU|0.5215179093758161|
es:monistrol|es|Monistrol|41.61061307982939|1.844533877936101|MNI|0.0010195269820274652|
es:mogente|es|Mogente|38.874882020725494|-0.7498207357438105|YJE|0.5843834448873164|
es:montoro|es|Montoro|38.02172177623018|-4.383773115446786|ODB|0.4114076666878217|
es:moratalla|es|Moratalla|38.1882938393868|-1.8911571912477712|MJV|0.7891429485934043|
es:moraira|es|Moraira|38.688086206519245|0.13452829587848214|ALC|0.7039708135345984|
za:musina|za|Musina|-22.345086992247275|30.027812789817602|LTA|1.4812531587037698|
es:móstoles|es|Móstoles |40.324057433901515|-3.864229256452859|MAD|0.1961287672293801|
es:montalbán|es|Montalbán|37.581616945143665|-4.7457826670463135|ODB|0.29936420400707536|
es:montijo|es|Montijo|38.909150328877274|-6.615653716044136|QWX|0.27766833931621615|
co:montenegro|co|Montenegro|4.565462898366519|-75.7507230556225|CO_0742|0.016947676906013235|
es:mataró|es|Mataró|41.54139574380528|2.4434888912807082|CE5|0.23703098017352994|
es:la muela|es|La Muela|41.58034071929205|-1.1159067724810825|ZAZ|0.23640280294778215|
es:mula|es|Mula|38.03933348294714|-1.4917710331459944|MJV|0.3666043407028339|
es:muros|es|Muros|42.77472381646973|-9.057568174406015|SCQ|0.5276755270594382|
cu:mayari arriba|cu|Mayari Arriba|20.4204835|-75.5370718|GPD|0.42967920606110027|
es:noain|es|Noain|42.7652298452642|-1.6340484550765666|PNA|0.05704578542914155|
mx:nautla|mx|Nautla|20.209223080056987|-96.77389418427707|PV4|0.6275804276815348|
es:navacerrada|es|Navacerrada|40.7264623|-4.0218996|SL4|0.1830185073240988|
es:navalmoral de la mata|es|Navalmoral de la Mata|39.8936117409032|-5.540096753488484|QUQ|0.9292833674103746|
es:nijar|es|Nijar|36.96301703598087|-2.2058672761713467|LEI|0.26047896178079016|
es:nájera|es|Nájera|42.41682268991755|-2.732765287983568|RJL|0.3074692631198173|
es:nules|es|Nules|39.85358485022252|-0.15679735735517397|VLC|0.44159066702431937|
es:navia|es|Navia|43.53915588481067|-6.725839722681826|LEN|1.5019805178151078|
es:novelda|es|Novelda|38.38348461258772|-0.7684351132171798|YJE|0.2670051612431493|
es:navarrete|es|Navarrete|42.429483774255885|-2.5611482533401215|RJL|0.1373826840737501|
za:nietverdient|za|Nietverdient|-25.0349492|26.15643739999996|GBE|0.459180509886232|
es:lucena|es|Lucena|37.408619054224765|-4.487228393554688|ODB|0.5496906197595329|
es:ondarroa-27|es|Ondarroa|43.32026669067156|-2.4253867724720806|EAS|0.4453867924225795|
es:o grove|es|O Grove|42.49609924901114|-8.864490344090683|VGO|0.3071130865953863|
es:oñate|es|Oñate|43.03316579946559|-2.413785052418916|VIT|0.3149536623978942|
es:ourense (province)|es|Ourense (Province)|42.13509787572724|-7.8021136121724055|VRL|0.8436144967003705|
es:osuna|es|Osuna|37.23666256820694|-5.104548407053528|ODB|0.7251246015742046|
es:onteniente|es|Onteniente|38.821649787747134|-0.6084623838787877|ALC|0.4867377298907683|
es:otazu|es|Otazu|42.78|-1.79|PNA|0.14560219778561026|
es:pajara|es|Pajara|28.34998571078485|-14.108516743731172|FUE|0.05553564437812035|
co:palomino|co|Palomino|11.245059182062889|-73.55944651853672|PAL|0.0031812461126128236|
ar:mar de las pampas|ar|Mar de las Pampas|-37.326499113148884|-57.02430373722336|VGL|0.06952148154855432|
es:puerto banús|es|Puerto Banús|36.486629265020454|-4.955661667183705|QRL|0.07832276701457383|
cl:puerto chacabuco|cl|Puerto Chacabuco|-45.4627137|-72.8240682|WPA|0.13906286045860358|
es:peñaranda de bracamonte|es|Peñaranda de Bracamonte |40.90181423512078|-5.201950477990266|SLM|0.47304794915273385|
es:puebla de cazalla|es|Puebla de Cazalla|37.22321336580606|-5.313930530719404|SVQ|0.6907417375511711|
es:puebla de la calzada|es|Puebla de la Calzada |38.893241294155814|-6.626450150125407|QWX|0.28905947165301243|
es:palos de la frontera|es|Palos de la Frontera|37.22747701216038|-6.8938471535891495|SVQ|0.923637661289575|
es:pola de laviana|es|Pola de Laviana|43.24427434965392|-5.561923050000814|LEN|0.6643234518887852|
es:padrón|es|Padrón|42.739310407999284|-8.66065876755647|SCQ|0.1868482534854256|
es:ses illetes beach|es|Ses Illetes Beach|38.76391899833001|1.4295917030884198|FU1|0.14117864062967675|
co:altagracia|co|Altagracia|4.736803558955543|-75.71138075720961|FIN|0.07005323035672086|
cu:playa pesquero|cu|Playa Pesquero|21.098398226300844|-75.9292137272525|C04|0.009854524269004192|
es:pego|es|Pego|38.8419475657206|-0.11753813897743726|ALC|0.6122372574059831|
es:pliego|es|Pliego|37.98840190381168|-1.506331433981245|MJV|0.376425211947926|
es:puerto lumbreras|es|Puerto Lumbreras|37.56372612748501|-1.807897036259078|MJV|0.7955050777383285|
es:pilas|es|Pilas|37.30246332247492|-6.3020856082806915|SVQ|0.3292283749710438|
mx:playa mujeres|mx|Playa Mujeres|21.15858589443002|-86.7894511343065|CUN|0.04212472332243633|
es:pinos puente|es|Pinos Puente|37.251958325319734|-3.749573286350369|GRX|0.18613467415442347|
es:pola de lena|es|Pola de Lena|43.16199213015889|-5.828254365710421|LEN|0.6367182712749649|
es:pontevedra (province)|es|Pontevedra (Province)|42.28858999568723|-8.568392631521704|VGO|0.1755606136206373|
mx:posada barrancas|mx|Posada Barrancas|27.513525506878267|-107.83855879901695|PB1|0.03695673479709939|
ar:potrerillos|ar|Potrerillos|-32.96090548439884|-69.19743577449793|MDZ|0.38866244782101644|
es:puerto real|es|Puerto Real|36.529019111015586|-6.18838776281558|CDZ|0.037097532865300306|
es:el perelló|es|El Perelló|40.87560159341106|0.7127106308769271|REU|0.4840938905161562|
es:porriño|es|Porriño|42.161248117136324|-8.619607062510056|VGO|0.12505352609057335|
es:puerto santa maría|es|Puerto Santa María|36.527505967303114|-6.288664465075641|CDZ|0.06410401422242992|
es:puenteareas|es|Puenteareas|42.17415141426059|-8.50558496199946|VGO|0.22905065399401847|
co:pueblo tapao|co|Pueblo Tapao|4.514735208445018|-75.78509060598567|CO_0624|0.04454443200681775|
cr:punta leona|cr|Punta Leona|9.70324261156739|-84.66003864113847|LIO|0.30797005259754656|
es:pontedeume|es|Pontedeume|43.4066064176547|-8.169782238441883|LCG|0.2616820043966367|
es:potes|es|Potes|43.153326747304305|-4.623239437225067|S38|0.566216856123512|
bo:pando|bo|Pando|-10.965791585111674|-67.1945811129245|RIB|1.0947163752835751|
gt:peten|gt|Peten|16.85|-89.91|FRS|0.0878554494610299|
co:quimbaya|co|Quimbaya|4.623240381972565|-75.76345362473701|CO_0744|0.0006685300255451111|
ec:rabida|ec|Rabida|-0.4144941|-90.7161585|S20|0.3849505020091135|
es:la rabida|es|La Rabida|37.212826566376364|-6.914515099018672|XRY|0.9396540431742846|
es:roncesvalles|es|Roncesvalles|43.00959589582868|-1.3198457644847963|PNA|0.38072092527691287|
ar:río cuarto|ar|Río Cuarto|-33.136741022872414|-64.35839393874632|RCU|0.01076566751499413|
es:redondela|es|Redondela|42.28374392273949|-8.608566553542488|VGO|0.13714725518495693|
mx:el refugio|mx|El Refugio|32.45959539588473|-116.8312431703504|TCT|0.23022646242934638|
mx:la ribera|mx|La Ribera|23.593964940204145|-109.58351557028861|SJD|0.5434793547942578|
es:renteria|es|Renteria|43.3123305346717|-1.8986471370637616|EAS|0.08175209219712348|
mx:rosarito|mx|Rosarito|32.36561070150606|-117.05564387743878|TIJ|0.13657856440858887|
mx:san antonio arrazola|mx|San Antonio Arrazola|17.02|-96.76|OAX|0.10976930354156919|
mx:la salina|mx|La Salina|32.056088909762465|-116.87808543817388|ESE|0.3181778995058985|
es:sax|es|Sax|38.53522979908007|-0.8187949146659435|YJE|0.3677843501191464|
ar:santa catalina córdoba|ar|Santa Catalina, Córdoba|-33.205221044051804|-64.43624698646929|RCU|0.11444102473884585|
es:san carlos de la rápita|es|San Carlos de la Rápita|40.61819078800562|0.5904151534346624|REU|0.7459252832836579|
pa:santa catalina|pa|Santa Catalina|7.634401546228702|-81.25545359252772|DAV|1.4232220132620013|
es:sada|es|Sada|43.3513610946315|-8.253707921711282|LCG|0.16765843750147827|
es:santo domingo de la calzada|es|Santo Domingo de la Calzada|42.43918538750222|-2.9534750092752518|VIT|0.4991259627842513|
mx:santuario de la mariposa monarca   piedra herrada|mx|Santuario de la Mariposa Monarca - Piedra Herrada|19.174284182725472|-99.95765200000037|VM2|0.1748793097802691|
es:sanguesa|es|Sanguesa|42.5751931966733|-1.2797389763885576|PNA|0.443873401501861|
es:segorbe|es|Segorbe|39.81555461725827|-0.48058857892090145|VLC|0.34023649722399457|
es:san lucar de barrameda|es|San Lucar de Barrameda|36.77770439379323|-6.352343591110895|XRY|0.2346902898368952|
es:silleda|es|Silleda|42.69842936546789|-8.24578631856528|SCQ|0.34819475218217655|
es:san lucar la mayor|es|San Lucar La Mayor|37.38494676901172|-6.199845319197607|SVQ|0.21542631183552827|
