"Id"|"CityCode"|"CountryId"|"DescriptionES"|"DescriptionEN"|"DescriptionPT"|"Latitude"|"Longitude"|"ProvinceId"|"IsSearchable"|"IsSearchableBus"|"TimeZone"
34535|AR_17566|232|TARUCA PAMPA|TARUCA PAMPA|TARUCA PAMPA|0.0|0.0|ART|0|0|
34536|AR_17567|232|TIERRAS BLANCAS|TIERRAS BLANCAS|TIERRAS BLANCAS|0.0|0.0|ART|0|0|
34537|AR_17568|232|TORO MUERTO|TORO MUERTO|TORO MUERTO|0.0|0.0|ART|0|0|
34538|AR_17569|232|TORO YACO|TORO YACO|TORO YACO|0.0|0.0|ART|0|0|
34539|AR_17570|232|TOSTADO|TOSTADO|TOSTADO|0.0|0.0|ART|0|0|
34540|AR_17571|232|TOTORAL|TOTORAL|TOTORAL|0.0|0.0|ART|0|0|
34541|AR_17572|232|TOTORILLA|TOTORILLA|TOTORILLA|0.0|0.0|ART|0|0|
34542|AR_17573|232|TOTORITAS|TOTORITAS|TOTORITAS|0.0|0.0|ART|0|0|
34543|AR_17574|232|TRANCAS|TRANCAS|TRANCAS|0.0|0.0|ART|0|0|
34544|AR_17575|232|TRANQUITAS|TRANQUITAS|TRANQUITAS|0.0|0.0|ART|0|0|
34545|AR_17576|232|TRES POZOS|TRES POZOS|TRES POZOS|0.0|0.0|ART|0|0|
34546|AR_17577|232|TRES SARGENTOS|TRES SARGENTOS|TRES SARGENTOS|0.0|0.0|ART|0|0|
34547|AR_17578|232|TRINIDAD|TRINIDAD|TRINIDAD|0.0|0.0|ART|0|0|
34548|AR_17579|232|TUNALITO|TUNALITO|TUNALITO|0.0|0.0|ART|0|0|
34549|AR_17580|232|TUSCA POZO|TUSCA POZO|TUSCA POZO|0.0|0.0|ART|0|0|
34550|AR_17581|232|TUSCAL|TUSCAL|TUSCAL|0.0|0.0|ART|0|0|
34551|AR_17582|232|VILLA ALBERDI|VILLA ALBERDI|VILLA ALBERDI|0.0|0.0|ART|0|0|
34552|AR_17583|232|VILLA CAROLINA|VILLA CAROLINA|VILLA CAROLINA|0.0|0.0|ART|0|0|
34553|AR_17584|232|VILLA MITRE|VILLA MITRE|VILLA MITRE|0.0|0.0|ART|0|0|
34554|AR_17585|232|VILLA NUEVA|VILLA NUEVA|VILLA NUEVA|0.0|0.0|ART|0|0|
34555|AR_17586|232|VILLA ROSA|VILLA ROSA|VILLA ROSA|0.0|0.0|ART|0|0|
34556|AR_17587|232|VILLA SAN JAVIER|VILLA SAN JAVIER|VILLA SAN JAVIER|0.0|0.0|ART|0|0|
34557|AR_17588|232|VILLA VIEJA|VILLA VIEJA|VILLA VIEJA|0.0|0.0|ART|0|0|
34558|AR_17589|232|VIRGINIA|VIRGINIA|VIRGINIA|0.0|0.0|ART|0|0|
34559|AR_17590|232|VIZCACHERA|VIZCACHERA|VIZCACHERA|0.0|0.0|ART|0|0|
34560|AR_17591|232|YACUCHIRI|YACUCHIRI|YACUCHIRI|0.0|0.0|ART|0|0|
34561|AR_17592|232|ZAPALLAR|ZAPALLAR|ZAPALLAR|0.0|0.0|ART|0|0|
34562|AR_17593|232|ZAVALIA|ZAVALIA|ZAVALIA|0.0|0.0|ART|0|0|
34563|AR_17594|232|ESQUINA|ESQUINA|ESQUINA|0.0|0.0|ART|0|0|
34564|AR_17595|232|LA AGUADITA|LA AGUADITA|LA AGUADITA|0.0|0.0|ART|0|0|
34565|AR_17596|232|LA BOLSA|LA BOLSA|LA BOLSA|0.0|0.0|ART|0|0|
34566|AR_17597|232|LA CIENAGA|LA CIENAGA|LA CIENAGA|0.0|0.0|ART|0|0|
34567|AR_17598|232|LA CRUZ|LA CRUZ|LA CRUZ|0.0|0.0|ART|0|0|
34568|AR_17599|232|LA MARAVILLA|LA MARAVILLA|LA MARAVILLA|0.0|0.0|ART|0|0|
34569|AR_17600|232|LA SALA|LA SALA|LA SALA|0.0|0.0|ART|0|0|
34570|AR_17601|232|LAS ZANJAS|LAS ZANJAS|LAS ZANJAS|0.0|0.0|ART|0|0|
34571|AR_17602|232|LOS POCITOS|LOS POCITOS|LOS POCITOS|0.0|0.0|ART|0|0|
34572|AR_17603|232|RODEO GRANDE|RODEO GRANDE|RODEO GRANDE|0.0|0.0|ART|0|0|
34573|AR_17604|232|SALADILLO|SALADILLO|SALADILLO|0.0|0.0|ART|0|0|
34574|AR_17605|232|SAN FRANCISCO|SAN FRANCISCO|SAN FRANCISCO|0.0|0.0|ART|0|0|
34575|AR_17606|232|SINQUEAL|SINQUEAL|SINQUEAL|0.0|0.0|ART|0|0|
34576|AR_17607|232|AGUADITA|AGUADITA|AGUADITA|0.0|0.0|ART|0|0|
34577|AR_17608|232|ANGOSTURA|ANGOSTURA|ANGOSTURA|0.0|0.0|ART|0|0|
34578|AR_17609|232|EL DURAZNITO|EL DURAZNITO|EL DURAZNITO|0.0|0.0|ART|0|0|
34579|AR_17610|232|LA BANDA|LA BANDA|LA BANDA|0.0|0.0|ART|0|0|
34580|AR_17611|232|LA ESPERANZA|LA ESPERANZA|LA ESPERANZA|0.0|0.0|ART|0|0|
34581|AR_17612|232|LA RAMADA|LA RAMADA|LA RAMADA|0.0|0.0|ART|0|0|
34582|AR_17613|232|LA SALA|LA SALA|LA SALA|0.0|0.0|ART|0|0|
34583|AR_17614|232|LA TOMA|LA TOMA|LA TOMA|0.0|0.0|ART|0|0|
34584|AR_17615|232|LAS CANITAS|LAS CANITAS|LAS CANITAS|0.0|0.0|ART|0|0|
34585|AR_17616|232|LAS TALITAS|LAS TALITAS|LAS TALITAS|0.0|0.0|ART|0|0|
34586|AR_17617|232|LAS TALITAS|LAS TALITAS|LAS TALITAS|0.0|0.0|ART|0|0|
34587|AR_17618|232|LAS TIPAS|LAS TIPAS|LAS TIPAS|0.0|0.0|ART|0|0|
34588|AR_17619|232|LOS POCITOS|LOS POCITOS|LOS POCITOS|0.0|0.0|ART|0|0|
34589|AR_17620|232|RIO LORO|RIO LORO|RIO LORO|0.0|0.0|ART|0|0|
34590|AR_17621|232|SANTA LUCIA|SANTA LUCIA|SANTA LUCIA|0.0|0.0|ART|0|0|
34591|AR_17622|232|AGUA SALADA|AGUA SALADA|AGUA SALADA|0.0|0.0|ART|0|0|
34592|AR_17623|232|BENJAMIN PAZ|BENJAMIN PAZ|BENJAMIN PAZ|0.0|0.0|ART|0|0|
34593|AR_17624|232|CACHI YACO|CACHI YACO|CACHI YACO|0.0|0.0|ART|0|0|
34594|AR_17625|232|CAMPO REDONDO|CAMPO REDONDO|CAMPO REDONDO|0.0|0.0|ART|0|0|
34595|AR_17626|232|CASA DEL ALTO|CASA DEL ALTO|CASA DEL ALTO|0.0|0.0|ART|0|0|
34596|AR_17627|232|CASAS VIEJAS|CASAS VIEJAS|CASAS VIEJAS|0.0|0.0|ART|0|0|
34597|AR_17628|232|DESMONTE|DESMONTE|DESMONTE|0.0|0.0|ART|0|0|
34598|AR_17629|232|EL ARENAL|EL ARENAL|EL ARENAL|0.0|0.0|ART|0|0|
34599|AR_17630|232|EL ASERRADERO|EL ASERRADERO|EL ASERRADERO|0.0|0.0|ART|0|0|
34600|AR_17631|232|EL CADILLAL|EL CADILLAL|EL CADILLAL|0.0|0.0|ART|0|0|
34601|AR_17632|232|EL MILAGRO|EL MILAGRO|EL MILAGRO|0.0|0.0|ART|0|0|
34602|AR_17633|232|EL MISTOL|EL MISTOL|EL MISTOL|0.0|0.0|ART|0|0|
34603|AR_17634|232|EL MOLINO|EL MOLINO|EL MOLINO|0.0|0.0|ART|0|0|
34604|AR_17635|232|EL MOLLAR|EL MOLLAR|EL MOLLAR|0.0|0.0|ART|0|0|
34605|AR_17636|232|EL PELADO|EL PELADO|EL PELADO|0.0|0.0|ART|0|0|
34606|AR_17637|232|EL PORVENIR|EL PORVENIR|EL PORVENIR|0.0|0.0|ART|0|0|
34607|AR_17638|232|EL POTRERO|EL POTRERO|EL POTRERO|0.0|0.0|ART|0|0|
34608|AR_17639|232|EL POZO|EL POZO|EL POZO|0.0|0.0|ART|0|0|
34609|AR_17640|232|EL PUESTITO|EL PUESTITO|EL PUESTITO|0.0|0.0|ART|0|0|
34610|AR_17641|232|EL TALAR|EL TALAR|EL TALAR|0.0|0.0|ART|0|0|
34611|AR_17642|232|HUASAMAYO|HUASAMAYO|HUASAMAYO|0.0|0.0|ART|0|0|
34612|AR_17643|232|LA AGUADA|LA AGUADA|LA AGUADA|0.0|0.0|ART|0|0|
34613|AR_17644|232|LA AGUADITA|LA AGUADITA|LA AGUADITA|0.0|0.0|ART|0|0|
34614|AR_17645|232|LA BANDA|LA BANDA|LA BANDA|0.0|0.0|ART|0|0|
34615|AR_17646|232|LA CANADA|LA CANADA|LA CANADA|0.0|0.0|ART|0|0|
34616|AR_17647|232|LA CIENAGA|LA CIENAGA|LA CIENAGA|0.0|0.0|ART|0|0|
34617|AR_17648|232|LA ESPERANZA|LA ESPERANZA|LA ESPERANZA|0.0|0.0|ART|0|0|
34618|AR_17649|232|LA HIGUERA|LA HIGUERA|LA HIGUERA|0.0|0.0|ART|0|0|
34619|AR_17650|232|LA TOMA|LA TOMA|LA TOMA|0.0|0.0|ART|0|0|
34620|AR_17651|232|LA ZANJA|LA ZANJA|LA ZANJA|0.0|0.0|ART|0|0|
34621|AR_17652|232|LAS ARCAS|LAS ARCAS|LAS ARCAS|0.0|0.0|ART|0|0|
34622|AR_17653|232|LAS CANITAS|LAS CANITAS|LAS CANITAS|0.0|0.0|ART|0|0|
34623|AR_17654|232|LAS JUNTAS|LAS JUNTAS|LAS JUNTAS|0.0|0.0|ART|0|0|
34624|AR_17655|232|LAS MESADAS|LAS MESADAS|LAS MESADAS|0.0|0.0|ART|0|0|
34625|AR_17656|232|LOS PUESTOS|LOS PUESTOS|LOS PUESTOS|0.0|0.0|ART|0|0|
34626|AR_17657|232|LOS SAUCES|LOS SAUCES|LOS SAUCES|0.0|0.0|ART|0|0|
34627|AR_17658|232|MOLLE YACO|MOLLE YACO|MOLLE YACO|0.0|0.0|ART|0|0|
34628|AR_17659|232|MONTE BELLO|MONTE BELLO|MONTE BELLO|0.0|0.0|ART|0|0|
34629|AR_17660|232|PIE DE LA CUESTA|PIE DE LA CUESTA|PIE DE LA CUESTA|0.0|0.0|ART|0|0|
34630|AR_17661|232|PORTEZUELO|PORTEZUELO|PORTEZUELO|0.0|0.0|ART|0|0|
34631|AR_17662|232|REARTE|REARTE|REARTE|0.0|0.0|ART|0|0|
34632|AR_17663|232|RODEO GRANDE|RODEO GRANDE|RODEO GRANDE|0.0|0.0|ART|0|0|
34633|AR_17664|232|SAN CARLOS|SAN CARLOS|SAN CARLOS|0.0|0.0|ART|0|0|
34634|AR_17665|232|SAN JOSE|SAN JOSE|SAN JOSE|0.0|0.0|ART|0|0|
34635|AR_17666|232|SAN MIGUEL|SAN MIGUEL|SAN MIGUEL|0.0|0.0|ART|0|0|
34636|AR_17667|232|SANTA RITA|SANTA RITA|SANTA RITA|0.0|0.0|ART|0|0|
34637|AR_17668|232|SAUCE YACU|SAUCE YACU|SAUCE YACU|0.0|0.0|ART|0|0|
34638|AR_17669|232|TACANAS|TACANAS|TACANAS|0.0|0.0|ART|0|0|
34639|AR_17670|232|LA BANDA|LA BANDA|LA BANDA|0.0|0.0|ART|0|0|
34640|AR_17671|232|LA SALA|LA SALA|LA SALA|0.0|0.0|ART|0|0|
34641|AR_17672|232|LAS TALAS|LAS TALAS|LAS TALAS|0.0|0.0|ART|0|0|
34642|AR_17673|232|LOS BULACIOS|LOS BULACIOS|LOS BULACIOS|0.0|0.0|ART|0|0|
34643|AR_17674|232|POTRERILLO|POTRERILLO|POTRERILLO|0.0|0.0|ART|0|0|
34644|AR_17675|232|RUTA PROVINCIAL 338|RUTA PROVINCIAL 338|RUTA PROVINCIAL 338|0.0|0.0|ART|0|0|
34645|AR_17676|232|SAN JAVIER|SAN JAVIER|SAN JAVIER|0.0|0.0|ART|0|0|
34646|AR_17677|232|ALTO VERDE|ALTO VERDE|ALTO VERDE|0.0|0.0|ART|0|0|
34647|AR_17678|232|CAMPO REDONDO|CAMPO REDONDO|CAMPO REDONDO|0.0|0.0|ART|0|0|
34648|AR_17679|232|EL CARMEN|EL CARMEN|EL CARMEN|0.0|0.0|ART|0|0|
34649|AR_17680|232|EL CEIBAL|EL CEIBAL|EL CEIBAL|0.0|0.0|ART|0|0|
34650|AR_17681|232|LA BOLSA|LA BOLSA|LA BOLSA|0.0|0.0|ART|0|0|
34651|AR_17682|232|LAS JUNTAS|LAS JUNTAS|LAS JUNTAS|0.0|0.0|ART|0|0|
34652|AR_17683|232|LOS AGUIRRE|LOS AGUIRRE|LOS AGUIRRE|0.0|0.0|ART|0|0|
34653|AR_17684|232|LOS CHANARITOS|LOS CHANARITOS|LOS CHANARITOS|0.0|0.0|ART|0|0|
34654|AR_17685|232|POTRERILLO|POTRERILLO|POTRERILLO|0.0|0.0|ART|0|0|
34655|AR_17686|232|RUTA NACIONAL 157|RUTA NACIONAL 157|RUTA NACIONAL 157|0.0|0.0|ART|0|0|
34656|AR_17687|232|RUTA PROVINCIAL 380|RUTA PROVINCIAL 380|RUTA PROVINCIAL 380|0.0|0.0|ART|0|0|
34657|AR_17688|232|SAN FELIPE|SAN FELIPE|SAN FELIPE|0.0|0.0|ART|0|0|
34658|AR_17689|232|SAN JOSE|SAN JOSE|SAN JOSE|0.0|0.0|ART|0|0|
34659|AR_17690|232|SAN MIGUEL|SAN MIGUEL|SAN MIGUEL|0.0|0.0|ART|0|0|
34660|AR_17691|232|SAN PABLO|SAN PABLO|SAN PABLO|0.0|0.0|ART|0|0|
34661|AR_17692|232|SANTA BARBARA|SANTA BARBARA|SANTA BARBARA|0.0|0.0|ART|0|0|
34662|AR_17693|232|CACHI HUASI|CACHI HUASI|CACHI HUASI|0.0|0.0|ART|0|0|
34663|AR_17694|232|CACHI YACO|CACHI YACO|CACHI YACO|0.0|0.0|ART|0|0|
34664|AR_17695|232|CAMAS AMONTONADAS|CAMAS AMONTONADAS|CAMAS AMONTONADAS|0.0|0.0|ART|0|0|
34665|AR_17696|232|CAMPANA|CAMPANA|CAMPANA|0.0|0.0|ART|0|0|
34666|AR_17697|232|CAMPO AZUL|CAMPO AZUL|CAMPO AZUL|0.0|0.0|ART|0|0|
34667|AR_17698|232|CANADA DE VICLOS|CANADA DE VICLOS|CANADA DE VICLOS|0.0|0.0|ART|0|0|
34668|AR_17699|232|CANDELILLAL|CANDELILLAL|CANDELILLAL|0.0|0.0|ART|0|0|
34669|AR_17700|232|CAPITAN CACERES|CAPITAN CACERES|CAPITAN CACERES|0.0|0.0|ART|0|0|
34670|AR_17701|232|CEVILARCITO|CEVILARCITO|CEVILARCITO|0.0|0.0|ART|0|0|
34671|AR_17702|232|CHANARITO|CHANARITO|CHANARITO|0.0|0.0|ART|0|0|
34672|AR_17703|232|CHILCAR|CHILCAR|CHILCAR|0.0|0.0|ART|0|0|
34673|AR_17704|232|LA FLORIDA|LA FLORIDA|LA FLORIDA|0.0|0.0|ART|0|0|
34674|AR_17705|232|LA MARAVILLA|LA MARAVILLA|LA MARAVILLA|0.0|0.0|ART|0|0|
34675|AR_17706|232|ORAN|ORAN|ORAN|0.0|0.0|ART|0|0|
34676|AR_17707|232|PUEBLO VIEJO|PUEBLO VIEJO|PUEBLO VIEJO|0.0|0.0|ART|0|0|
34677|AR_17708|232|RUTA NACIONAL 38|RUTA NACIONAL 38|RUTA NACIONAL 38|0.0|0.0|ART|0|0|
34678|AR_17709|232|SAN JOSE|SAN JOSE|SAN JOSE|0.0|0.0|ART|0|0|
34679|AR_17710|232|SANTA LUCIA|SANTA LUCIA|SANTA LUCIA|0.0|0.0|ART|0|0|
34680|AR_17711|232|EL CARMEN|EL CARMEN|EL CARMEN|0.0|0.0|ART|0|0|
34681|AR_17712|232|EL RODEO|EL RODEO|EL RODEO|0.0|0.0|ART|0|0|
34682|AR_17713|232|LAS ANIMAS|LAS ANIMAS|LAS ANIMAS|0.0|0.0|ART|0|0|
34683|AR_17714|232|MAL PASO|MAL PASO|MAL PASO|0.0|0.0|ART|0|0|
34684|AR_17715|232|MERCEDES|MERCEDES|MERCEDES|0.0|0.0|ART|0|0|
34685|AR_17716|232|MONTE BELLO|MONTE BELLO|MONTE BELLO|0.0|0.0|ART|0|0|
34686|AR_17717|232|MONTE REDONDO|MONTE REDONDO|MONTE REDONDO|0.0|0.0|ART|0|0|
34687|AR_17718|232|SAN MIGUEL|SAN MIGUEL|SAN MIGUEL|0.0|0.0|ART|0|0|
34688|AR_17719|232|YAMINAS|YAMINAS|YAMINAS|0.0|0.0|ART|0|0|
34689|AR_17720|232|BUENA VISTA|BUENA VISTA|BUENA VISTA|0.0|0.0|ART|0|0|
34690|AR_17721|232|EL DURAZNO|EL DURAZNO|EL DURAZNO|0.0|0.0|ART|0|0|
34691|AR_17722|232|EL JARDIN|EL JARDIN|EL JARDIN|0.0|0.0|ART|0|0|
34692|AR_17723|232|EL MOLLAR|EL MOLLAR|EL MOLLAR|0.0|0.0|ART|0|0|
34693|AR_17724|232|EL POLEAR|EL POLEAR|EL POLEAR|0.0|0.0|ART|0|0|
34694|AR_17725|232|EL RODEO|EL RODEO|EL RODEO|0.0|0.0|ART|0|0|
34695|AR_17726|232|ENTRE RIOS|ENTRE RIOS|ENTRE RIOS|0.0|0.0|ART|0|0|
34696|AR_17727|232|LA FLORIDA|LA FLORIDA|LA FLORIDA|0.0|0.0|ART|0|0|
34697|AR_17728|232|LA LOMA|LA LOMA|LA LOMA|0.0|0.0|ART|0|0|
34698|AR_17729|232|LA TUNA|LA TUNA|LA TUNA|0.0|0.0|ART|0|0|
34699|AR_17730|232|LAS CEJAS|LAS CEJAS|LAS CEJAS|0.0|0.0|ART|0|0|
34700|AR_17731|232|LOMA GRANDE|LOMA GRANDE|LOMA GRANDE|0.0|0.0|ART|0|0|
34701|AR_17732|232|LOS PEREZ|LOS PEREZ|LOS PEREZ|0.0|0.0|ART|0|0|
34702|AR_17733|232|MACIO|MACIO|MACIO|0.0|0.0|ART|0|0|
34703|AR_17734|232|PAMPA MAYO|PAMPA MAYO|PAMPA MAYO|0.0|0.0|ART|0|0|
34704|AR_17735|232|SAN CARLOS|SAN CARLOS|SAN CARLOS|0.0|0.0|ART|0|0|
34705|AR_17736|232|SANTA CRUZ|SANTA CRUZ|SANTA CRUZ|0.0|0.0|ART|0|0|
34706|AR_17737|232|AGUA SALADA|AGUA SALADA|AGUA SALADA|0.0|0.0|ART|0|0|
34707|AR_17738|232|AGUADA|AGUADA|AGUADA|0.0|0.0|ART|0|0|
34708|AR_17739|232|CHILCAS|CHILCAS|CHILCAS|0.0|0.0|ART|0|0|
34709|AR_17740|232|EL BANADO|EL BANADO|EL BANADO|0.0|0.0|ART|0|0|
34710|AR_17741|232|EL CARMEN|EL CARMEN|EL CARMEN|0.0|0.0|ART|0|0|
34711|AR_17742|232|EL CHORRO|EL CHORRO|EL CHORRO|0.0|0.0|ART|0|0|
34712|AR_17743|232|EL LAMEDERO|EL LAMEDERO|EL LAMEDERO|0.0|0.0|ART|0|0|
34713|AR_17744|232|EL MOLINO|EL MOLINO|EL MOLINO|0.0|0.0|ART|0|0|
34714|AR_17745|232|EL MOLLAR|EL MOLLAR|EL MOLLAR|0.0|0.0|ART|0|0|
34715|AR_17746|232|EL POTRERILLO|EL POTRERILLO|EL POTRERILLO|0.0|0.0|ART|0|0|
34716|AR_17747|232|ESQUINA|ESQUINA|ESQUINA|0.0|0.0|ART|0|0|
34717|AR_17748|232|LA CANADA|LA CANADA|LA CANADA|0.0|0.0|ART|0|0|
34718|AR_17749|232|LA ESPERANZA|LA ESPERANZA|LA ESPERANZA|0.0|0.0|ART|0|0|
34719|AR_17750|232|LA FLORIDA|LA FLORIDA|LA FLORIDA|0.0|0.0|ART|0|0|
34720|AR_17751|232|LA LOMA|LA LOMA|LA LOMA|0.0|0.0|ART|0|0|
34721|AR_17752|232|LA SOLEDAD|LA SOLEDAD|LA SOLEDAD|0.0|0.0|ART|0|0|
34722|AR_17753|232|LA TRINIDAD|LA TRINIDAD|LA TRINIDAD|0.0|0.0|ART|0|0|
34723|AR_17754|232|LOS AGUIRRE|LOS AGUIRRE|LOS AGUIRRE|0.0|0.0|ART|0|0|
34724|AR_17755|232|POZO HONDO|POZO HONDO|POZO HONDO|0.0|0.0|ART|0|0|
34725|AR_17756|232|RETIRO|RETIRO|RETIRO|0.0|0.0|ART|0|0|
34726|AR_17757|232|RUTA NACIONAL 157|RUTA NACIONAL 157|RUTA NACIONAL 157|0.0|0.0|ART|0|0|
34727|AR_17758|232|RUTA PROVINCIAL 334|RUTA PROVINCIAL 334|RUTA PROVINCIAL 334|0.0|0.0|ART|0|0|
34728|AR_17759|232|SAN ANDRES|SAN ANDRES|SAN ANDRES|0.0|0.0|ART|0|0|
34729|AR_17760|232|SAN MIGUEL|SAN MIGUEL|SAN MIGUEL|0.0|0.0|ART|0|0|
34730|AR_17761|232|ZAPALLAR|ZAPALLAR|ZAPALLAR|0.0|0.0|ART|0|0|
34731|AR_17762|232|EL CHURQUI|EL CHURQUI|EL CHURQUI|0.0|0.0|ART|0|0|
34732|AR_17763|232|LA CALERA|LA CALERA|LA CALERA|0.0|0.0|ART|0|0|
34733|AR_17764|232|RUTA NACIONAL 38|RUTA NACIONAL 38|RUTA NACIONAL 38|0.0|0.0|ART|0|0|
34734|AR_17765|232|EL JARDIN|EL JARDIN|EL JARDIN|0.0|0.0|ART|0|0|
34735|AR_17766|232|EL PORVENIR|EL PORVENIR|EL PORVENIR|0.0|0.0|ART|0|0|
34736|AR_17767|232|EL RINCON|EL RINCON|EL RINCON|0.0|0.0|ART|0|0|
34737|AR_17768|232|LA CANADA|LA CANADA|LA CANADA|0.0|0.0|ART|0|0|
34738|AR_17769|232|LAS CEJAS|LAS CEJAS|LAS CEJAS|0.0|0.0|ART|0|0|
34739|AR_17770|232|MONTE GRANDE|MONTE GRANDE|MONTE GRANDE|0.0|0.0|ART|0|0|
34740|AR_17771|232|POZO CAVADO|POZO CAVADO|POZO CAVADO|0.0|0.0|ART|0|0|
34741|AR_17772|232|PUESTO LOS ROBLES|PUESTO LOS ROBLES|PUESTO LOS ROBLES|0.0|0.0|ART|0|0|
34742|AR_17773|232|RUTA NACIONAL 38|RUTA NACIONAL 38|RUTA NACIONAL 38|0.0|0.0|ART|0|0|
34743|AR_17774|232|RUTA PROVINCIAL 334|RUTA PROVINCIAL 334|RUTA PROVINCIAL 334|0.0|0.0|ART|0|0|
34744|AR_17775|232|SAN FRANCISCO|SAN FRANCISCO|SAN FRANCISCO|0.0|0.0|ART|0|0|
34745|AR_17776|232|SAN IGNACIO|SAN IGNACIO|SAN IGNACIO|0.0|0.0|ART|0|0|
34746|AR_17777|232|TACO RODEO|TACO RODEO|TACO RODEO|0.0|0.0|ART|0|0|
34747|AR_17778|232|AGUA AZUL|AGUA AZUL|AGUA AZUL|0.0|0.0|ART|0|0|
34748|AR_17779|232|AGUA BLANCA|AGUA BLANCA|AGUA BLANCA|0.0|0.0|ART|0|0|
34749|AR_17780|232|AGUA DULCE|AGUA DULCE|AGUA DULCE|0.0|0.0|ART|0|0|
34750|AR_17781|232|BAJO GRANDE|BAJO GRANDE|BAJO GRANDE|0.0|0.0|ART|0|0|
34751|AR_17782|232|CORTADERAS|CORTADERAS|CORTADERAS|0.0|0.0|ART|0|0|
34752|AR_17783|232|EL CARMEN|EL CARMEN|EL CARMEN|0.0|0.0|ART|0|0|
34753|AR_17784|232|EL CASTORAL|EL CASTORAL|EL CASTORAL|0.0|0.0|ART|0|0|
34754|AR_17785|232|EL CEIBAL|EL CEIBAL|EL CEIBAL|0.0|0.0|ART|0|0|
34755|AR_17786|232|EL MOJON|EL MOJON|EL MOJON|0.0|0.0|ART|0|0|
34756|AR_17787|232|EL NARANJO|EL NARANJO|EL NARANJO|0.0|0.0|ART|0|0|
34757|AR_17788|232|EL SUNCHO|EL SUNCHO|EL SUNCHO|0.0|0.0|ART|0|0|
34758|AR_17789|232|ENTRE RIOS|ENTRE RIOS|ENTRE RIOS|0.0|0.0|ART|0|0|
34759|AR_17790|232|LA FLORIDA|LA FLORIDA|LA FLORIDA|0.0|0.0|ART|0|0|
34760|AR_17791|232|LA FRONTERITA|LA FRONTERITA|LA FRONTERITA|0.0|0.0|ART|0|0|
34761|AR_17792|232|LA TUNA|LA TUNA|LA TUNA|0.0|0.0|ART|0|0|
34762|AR_17793|232|LAS MERCEDES|LAS MERCEDES|LAS MERCEDES|0.0|0.0|ART|0|0|
34763|AR_17794|232|LOS AGUDOS|LOS AGUDOS|LOS AGUDOS|0.0|0.0|ART|0|0|
34764|AR_17795|232|LOS DIAZ|LOS DIAZ|LOS DIAZ|0.0|0.0|ART|0|0|
34765|AR_17796|232|LOS VILLAGRA|LOS VILLAGRA|LOS VILLAGRA|0.0|0.0|ART|0|0|
34766|AR_17797|232|POZO DEL ALTO|POZO DEL ALTO|POZO DEL ALTO|0.0|0.0|ART|0|0|
34767|AR_17798|232|ROSARIO OESTE|ROSARIO OESTE|ROSARIO OESTE|0.0|0.0|ART|0|0|
34768|AR_17799|232|RUTA NACIONAL 157|RUTA NACIONAL 157|RUTA NACIONAL 157|0.0|0.0|ART|0|0|
34769|AR_17800|232|RUTA NACIONAL 9|RUTA NACIONAL 9|RUTA NACIONAL 9|0.0|0.0|ART|0|0|
34770|AR_17801|232|RUTA PROVINCIAL 302|RUTA PROVINCIAL 302|RUTA PROVINCIAL 302|0.0|0.0|ART|0|0|
34771|AR_17802|232|RUTA PROVINCIAL 306|RUTA PROVINCIAL 306|RUTA PROVINCIAL 306|0.0|0.0|ART|0|0|
34772|AR_17803|232|SAN ANTONIO|SAN ANTONIO|SAN ANTONIO|0.0|0.0|ART|0|0|
34773|AR_17804|232|SAN CARLOS|SAN CARLOS|SAN CARLOS|0.0|0.0|ART|0|0|
34774|AR_17805|232|SAN RAMON|SAN RAMON|SAN RAMON|0.0|0.0|ART|0|0|
34775|AR_17806|232|SOL DE MAYO|SOL DE MAYO|SOL DE MAYO|0.0|0.0|ART|0|0|
34776|AR_17807|232|TRES POZOS|TRES POZOS|TRES POZOS|0.0|0.0|ART|0|0|
34777|AR_17808|232|CONCEPCION|CONCEPCION|CONCEPCION|0.0|0.0|ART|0|0|
34778|AR_17809|232|CORTADERAS|CORTADERAS|CORTADERAS|0.0|0.0|ART|0|0|
34779|AR_17810|232|EL PORVENIR|EL PORVENIR|EL PORVENIR|0.0|0.0|ART|0|0|
34780|AR_17811|232|EL PUESTO|EL PUESTO|EL PUESTO|0.0|0.0|ART|0|0|
34781|AR_17812|232|LA CALERA|LA CALERA|LA CALERA|0.0|0.0|ART|0|0|
34782|AR_17813|232|LA ESPERANZA|LA ESPERANZA|LA ESPERANZA|0.0|0.0|ART|0|0|
34783|AR_17814|232|SAN ANTONIO|SAN ANTONIO|SAN ANTONIO|0.0|0.0|ART|0|0|
34784|AR_17815|232|SAN CARLOS|SAN CARLOS|SAN CARLOS|0.0|0.0|ART|0|0|
34785|AR_17816|232|SAN JOSE|SAN JOSE|SAN JOSE|0.0|0.0|ART|0|0|
34786|AR_17817|232|SAN RAMON|SAN RAMON|SAN RAMON|0.0|0.0|ART|0|0|
34787|AR_17818|232|EL CRUCE|EL CRUCE|EL CRUCE|0.0|0.0|ART|0|0|
34788|AR_17819|232|EL NARANJITO|EL NARANJITO|EL NARANJITO|0.0|0.0|ART|0|0|
34789|AR_17820|232|EL PALOMAR|EL PALOMAR|EL PALOMAR|0.0|0.0|ART|0|0|
34790|AR_17821|232|LA FLORIDA|LA FLORIDA|LA FLORIDA|0.0|0.0|ART|0|0|
